Source,Target,Weights
ant,on,1
party,z,1
tok,r,1
tok,a,1
przedsi,ę,1
ęb,s,1
ęb,o,1
pian,i,1
fort,e,1
pia,n,1
pia,k,1
śmier,d,1
śmier,c,1
ierdzi,e,1
ierdzi,ć,1
pus,ty,1
pus,z,1
mian,o,1
mian,k,1
zmi,a,1
zmi,e,1
zmi,n,1
nal,a,1
nal,i,1
wiet,r,1
fina,ł,1
wykon,alny,1
wykon,y,1
wyko,n,1
cip,ka,1
cip,e,1
ip,k,1
ip,e,1
ip,s,1
ip,i,1
rż,y,1
magn,e,1
eto,w,1
eto,f,1
magneto,w,1
magneto,f,1
nn,i,1
winn,i,1
bagn,e,1
bagn,o,1
onicz,n,1
tektoni,c,1
żartowa,n,1
żartowa,ć,1
najn,i,1
lep,o,1
lep,s,1
arag,d,1
szma,r,1
mara,g,1
mara,ń,1
szmar,a,1
bój,s,1
bój,c,1
list,y,1
ylo,f,1
ękn,o,1
ękn,y,1
iękn,o,1
iękn,y,1
jajo,w,1
tol,e,1
nast,o,1
obrzę,d,1
obrzę,k,1
roni,ć,1
roni,k,1
roni,e,1
roni,a,1
poroni,ć,1
jehow,i,1
jehow,y,1
ewa,g,1
stono,s,1
ner,w,1
ner,k,1
fl,e,1
fl,ą,1
całun,e,1
miesiączk,o,1
miesiączk,a,1
sią,c,1
mies,zka,1
mies,z,1
zkow,y,1
otr,u,1
najkr,ą,1
najkr,u,1
najkr,ó,1
rzesiek,a,1
bawełn,a,1
bawełn,i,1
awe,ł,1
awe,n,1
spra,g,1
rag,n,1
rag,i,1
chr,u,1
chr,o,1
chr,a,1
chr,y,1
uści,k,1
numer,y,1
tere,k,1
latarni,k,1
sfora,n,1
cech,a,1
echa,n,1
drylowa,n,1
drylowa,ć,1
odwodn,e,1
wod,ni,1
wod,a,1
wod,z,1
topaz,o,1
oś,m,1
oś,n,1
oś,ć,1
oś,b,1
iot,ł,1
iot,o,1
iot,e,1
dysze,ć,1
dysze,l,1
rach,u,1
akso,f,1
akso,n,1
of,o,1
rozpacz,a,1
ści,a,1
ści,s,1
ści,ó,1
ści,j,1
ści,w,1
ści,wy,1
ści,e,1
anan,a,1
anan,owy,1
ana,t,1
ana,r,1
ana,k,1
ana,c,1
ana,ch,1
ana,d,1
cich,y,1
cich,s,1
pas,j,1
pasz,k,1
pasz,a,1
pasz,c,1
iecz,ę,1
iecz,o,1
piec,z,1
piecz,ę,1
piecz,a,1
podpala,n,1
podpala,c,1
podpal,i,1
tata,r,1
koc,k,1
roda,t,1
wywoł,y,1
wywoł,ać,1
woł,y,1
oły,w,1
mr,ó,1
wys,z,1
wys,y,1
wys,p,1
apostrof,a,1
kryst,a,1
tal,o,1
tal,a,1
tal,e,1
tal,u,1
borówka,?,1
najgło,d,1
najgło,ś,1
wer,s,1
zaw,a,1
zaw,r,1
zaw,i,1
wierzbow,n,1
wierzbow,y,1
dzia,n,1
dzia,ć,1
dzia,k,1
ib,o,1
ib,i,1
ib,ski,1
ib,e,1
aci,b,1
aci,e,1
ył,a,1
ył,k,1
najci,a,1
nit,e,1
przeciwn,a,1
awał,o,1
karn,a,1
karn,i,1
rata,j,1
rata,n,1
yni,ć,1
yni,k,1
yni,e,1
ewc,a,1
mieni,ć,1
mieni,a,1
mieni,c,1
karb,o,1
zesz,n,1
tes,t,1
est,a,1
est,i,1
est,r,1
est,e,1
spódnic,z,1
spódnic,a,1
doktor,a,1
koci,ę,1
kocio,k,1
kocio,ł,1
ostry,g,1
ogr,z,1
ogr,ó,1
święto,j,1
ięto,j,1
oje,b,1
oje,m,1
skarb,i,1
ado,p,1
ado,r,1
ado,b,1
ado,s,1
małżeńs,t,1
małżeńs,k,1
mał,ż,1
mał,y,1
mał,p,1
spraw,ia,1
spraw,n,1
dum,a,1
dum,ny,1
dum,ie,1
wyd,m,1
legion,i,1
rocz,y,1
światło,ś,1
min,i,1
obra,nie,1
bab,u,1
eko,n,1
eko,m,1
roba,n,1
roba,t,1
pogrzeb,a,1
lini,j,1
lini,e,1
lip,c,1
lip,n,1
lip,s,1
brud,n,1
brud,z,1
dru,h,1
dru,m,1
dru,g,1
podat,n,1
podat,k,1
termos,t,1
term,o,1
term,i,1
kanap,k,1
kanap,a,1
komet,r,1
krótko,m,1
szczy,ć,1
schlebia,ć,1
schlebia,n,1
chle,w,1
pop,e,1
pop,o,1
pełn,i,1
pełn,o,1
zech,w,1
zech,a,1
zech,m,1
zech,o,1
edz,a,1
edz,ak,1
edz,i,1
zal,o,1
zal,e,1
nimf,o,1
kop,ać,1
kop,y,1
kop,c,1
trapez,o,1
rap,e,1
rap,i,1
rap,a,1
ostat,n,1
krypto,g,1
krypto,l,1
rypto,g,1
tografi,a,1
naw,y,1
naw,a,1
gam,a,1
gam,e,1
afi,z,1
afi,t,1
afi,r,1
afi,o,1
rzele,w,1
zel,e,1
grusz,e,1
grusz,ka,1
uszec,z,1
rusz,e,1
rusz,k,1
rusz,a,1
rusz,cz,1
ryc,a,1
ryc,e,1
ryc,h,1
wot,k,1
siada,n,1
iad,ł,1
iad,o,1
siad,a,1
siad,k,1
niepewn,y,1
niepewn,o,1
by,d,1
by,n,1
by,s,1
by,w,1
by,t,1
yd,g,1
yd,owy,1
yd,e,1
yd,z,1
yd,a,1
yd,r,1
pre,f,1
pre,w,1
pre,z,1
du,za,1
du,k,1
du,sk,1
du,sz,1
du,ń,1
du,r,1
med,u,1
med,y,1
med,i,1
aut,y,1
nian,i,1
niezapom,n,1
niezapom,i,1
kas,ki,1
kas,k,1
kasz,u,1
łama,ć,1
kała,m,1
ała,w,1
ała,c,1
uran,ó,1
uran,i,1
wint,a,1
gw,a,1
meteorolog,i,1
perz,y,1
W,alijczyk,1
W,ęg,1
W,ęgie,1
W,łos,1
Walij,k,1
Walij,c,1
brod,n,1
apu,z,1
apu,s,1
tap,u,1
przypom,i,1
przypom,nie,1
przyp,o,1
przyp,u,1
pomina,n,1
ionow,a,1
smaczn,i,1
marka,ć,1
smar,k,1
arka,d,1
pięcio,k,1
ych,ł,1
ych,w,1
lend,r,1
lend,a,1
encja,ł,1
ncja,ł,1
łn,o,1
fran,s,1
fran,k,1
fra,n,1
ośl,i,1
ośl,ę,1
mentow,y,1
ysy,d,1
ysy,ł,1
ysy,p,1
ysy,n,1
zdrada,?,1
stan,u,1
stan,d,1
stan,a,1
łącze,n,1
poł,ą,1
poł,k,1
księg,o,1
księg,a,1
księ,g,1
księ,s,1
onom,e,1
najpe,ł,1
najpe,w,1
ćwicz,e,1
ień,s,1
emie,ń,1
emie,r,1
iol,e,1
iol,o,1
słom,i,1
słom,a,1
zas,t,1
śledzio,n,1
śledzio,w,1
wyjaśni,a,1
wyjaśni,ć,1
wspania,ł,1
pani,e,1
spani,a,1
mal,i,1
mal,c,1
mal,a,1
awie,d,1
awie,nie,1
monoteist,a,1
monoteist,y,1
wielo,r,1
wielo,ś,1
wielo,j,1
wielo,z,1
wielo,m,1
lor,y,1
remi,a,1
remi,e,1
emia,d,1
emia,n,1
biern,y,1
biern,i,1
stadi,o,1
stadi,u,1
wido,c,1
wido,w,1
pusz,y,1
puszcz,y,1
zakład,a,1
zakład,ni,1
zakład,n,1
liści,a,1
liści,o,1
cia,c,1
cia,n,1
cia,k,1
cia,r,1
cia,p,1
chan,y,1
neu,ron,1
neu,r,1
jeba,ć,1
rtyza,t,1
yz,a,1
yz,j,1
yz,y,1
szczel,n,1
szczeli,n,1
pszczel,i,1
raż,a,1
raż,k,1
romb,o,1
iosk,a,1
kwar,k,1
kwar,t,1
kwar,c,1
ark,s,1
ark,tyczny,1
plu,s,1
plu,ć,1
lus,t,1
plus,z,1
trasz,n,1
ord,y,1
ord,e,1
nor,m,1
poran,e,1
poran,n,1
pora,d,1
porno,g,1
porno,l,1
nogra,f,1
nogra,m,1
wielok,r,1
krope,k,1
ido,t,1
ido,k,1
ido,l,1
kwi,e,1
kwi,l,1
kwi,a,1
wietn,i,1
wietn,y,1
zabawn,i,1
iur,a,1
iur,o,1
dziur,a,1
dzieln,i,1
podzieln,y,1
podzieln,o,1
wspom,n,1
wspom,i,1
dostaw,a,1
bohat,y,1
boh,r,1
elt,a,1
elt,o,1
spr,ę,1
herb,i,1
herbat,k,1
herbat,a,1
psychi,a,1
szkop,t,1
wni,k,1
wnicz,k,1
narz,ę,1
Słow,e,1
Słow,i,1
Słow,a,1
yst,y,1
strofa,z,1
astrofa,z,1
przyj,e,1
przyj,ać,1
zyja,ź,1
zyja,ć,1
wzajemn,i,1
wzajemn,y,1
jemni,ć,1
chor,ą,1
chor,o,1
rąg,i,1
miejs,k,1
miejs,c,1
iej,s,1
kroba,n,1
kroba,t,1
bank,a,1
bank,i,1
ewać,?,1
jrze,w,1
blu,z,1
sałat,a,1
sałat,k,1
szukiwa,r,1
wark,a,1
uki,w,1
ysz,u,1
ysz,n,1
ysz,a,1
ysz,ł,1
wdzięczn,i,1
wdzięczn,y,1
rzuc,h,1
ryg,e,1
połyka,ć,1
połyka,n,1
hani,o,1
uła,?,1
przek,o,1
wybuch,a,1
przeprowadzać,?,1
dor,z,1
dor,c,1
koś,c,1
koś,b,1
koś,ć,1
koś,n,1
fic,z,1
fic,er,1
ofizyk,a,1
geo,fi,1
fr,e,1
fr,u,1
fr,a,1
konicz,n,1
konicz,y,1
kuna,b,1
una,b,1
una,t,1
aterni,o,1
łuc,h,1
głu,c,1
głu,sz,1
głu,s,1
kominiar,z,1
kominiar,k,1
ślep,o,1
ślep,y,1
iazdo,z,1
zdo,z,1
zdo,b,1
zdo,l,1
sumien,i,1
sumien,n,1
ram,ol,1
ram,o,1
tęcz,a,1
tęcz,ó,1
ęcza,k,1
umow,y,1
umow,i,1
umow,a,1
rą,c,1
rą,g,1
kartograf,i,1
pewn,y,1
pewn,o,1
pewn,i,1
gru,sz,1
gru,b,1
sprzą,c,1
narzeczon,a,1
narzeczon,y,1
narze,c,1
rzeczo,n,1
rzeczo,t,1
rzeczo,z,1
pływa,k,1
pływa,ć,1
astrofizyk,a,1
astrofi,z,1
bulw,a,1
bulw,k,1
awo,r,1
awo,s,1
awo,d,1
stat,e,1
ypa,ł,1
ypa,d,1
gry,p,1
gry,s,1
ito,n,1
ito,w,1
rawi,t,1
rawi,n,1
raw,a,1
raw,u,1
raw,d,1
raw,n,1
ij,ny,1
polon,i,1
polon,y,1
oloni,j,1
skra,w,1
skra,c,1
jask,r,1
jask,ó,1
zał,a,1
dokon,ać,1
klika,ć,1
polic,z,1
polic,j,1
koz,n,1
koz,o,1
koz,ł,1
koz,i,1
koz,a,1
dwo,ka,1
dwo,j,1
diab,ł,1
msz,a,1
msz,y,1
jrza,ł,1
utan,t,1
utan,n,1
utan,a,1
zwierz,ę,1
opac,t,1
dojrza,ł,1
iszcz,e,1
biuro,?,1
odr,ó,1
uro,?,1
uro,d,1
uro,p,1
rzyk,ł,1
Fenicjan,k,1
Fenicjan,i,1
egzamin,o,1
amino,wa,1
amino,k,1
zam,p,1
omy,k,1
pielęgniar,z,1
pielęgniar,k,1
mucha,ć,1
drzem,k,1
drzem,a,1
rozpoczęcie ,s,1
spotkani,a,1
rozp,i,1
rozp,a,1
rozp,u,1
bakteri,o,1
teri,o,1
rio,b,1
obój,c,1
ąż,e,1
ąż,k,1
ąż,a,1
centr,u,1
ont,u,1
ont,ent,1
łapa,ć,1
szale,n,1
leni,ec,1
leni,w,1
szal,i,1
prosta,t,1
rostat,a,1
prost,a,1
empe,t,1
empe,ró,1
pszczelar,z,1
pszczelar,s,1
pszcz,e,1
pszcz,o,1
lem,u,1
lem,o,1
lem,a,1
lem,en,1
lem,e,1
szczo,t,1
szczot,ka,1
-,czerw,1
-,sz,1
rew,e,1
izj,o,1
zjo,n,1
zjo,l,1
auto,m,1
auto,l,1
C,zech,1
C,zec,1
C,zes,1
C,elt,1
tłum,a,1
najr,o,1
najr,e,1
mark,s,1
mark,e,1
zys,k,1
yste,k,1
yste,m,1
wsz,y,1
motyl,e,1
wach,l,1
wach,a,1
lar,z,1
pić,?,1
siusia,ć,1
siusia,k,1
etyc,j,1
etyc,k,1
opty,j,1
iper,o,1
ps,a,1
opatentowa,n,1
opatentowa,ć,1
I,sland,1
sland,c,1
sland,z,1
land,c,1
wiadom,o,1
świad,o,1
świad,e,1
świad,c,1
orzecze,n,1
kosz,m,1
kosz,t,1
oszu,l,1
oszu,k,1
trum,i,1
kun,k,1
kiełbasa,?,1
wyborc,a,1
wyborcz,a,1
rubi,n,1
biznes,m,1
zydło,r,1
edmio,k,1
denty,f,1
ero,m,1
ero,w,1
romanty,z,1
kokosz,k,1
zrob,i,1
zrob,o,1
zrobi,o,1
robi,n,1
zro,b,1
zro,z,1
kcjonar,i,1
kcjonar,z,1
cjona,r,1
cjona,l,1
onar,i,1
akcj,o,1
cj,alny,1
cj,a,1
ariu,s,1
bor,ó,1
bor,g,1
bor,o,1
telefonowa,ć,1
telefonowa,n,1
ef,o,1
ef,a,1
ef,r,1
arta,ł,1
low,a,1
uj,a,1
uj,e,1
luks,u,1
obiekt,y,1
arni,s,1
zia,ć,1
zia,r,1
ink,c,1
goni,a,1
ego,i,1
dementowa,ć,1
dementowa,n,1
yma,g,1
yma,ć,1
owód,ź,1
dow,y,1
dow,n,1
poje,b,1
zeg,a,1
sadz,i,1
nocze,r,1
ęsk,i,1
ęsk,n,1
waś,n,1
północn,o,1
yż,e,1
yż,w,1
erka,ć,1
rk,o,1
wyże,r,1
wyże,ł,1
najs,o,1
osa,r,1
osa,d,1
iani,s,1
iani,a,1
iani,n,1
oliw,a,1
oliw,k,1
tus,z,1
wę,szy,1
wę,ż,1
oła,k,1
rzeczni,k,1
grzeczn,i,1
grzeczn,e,1
filiżan,ka,1
filiżan,e,1
chłodn,y,1
chło,d,1
bada,n,1
ówn,y,1
homoseksual,i,1
homoseksual,n,1
seksual,i,1
sek,u,1
sek,r,1
drukar,k,1
drukar,n,1
chci,e,1
chci,w,1
komentowa,ć,1
komentowa,n,1
kome,ta,1
koment,a,1
wyk,i,1
wyk,a,1
wyk,ła,1
wyk,l,1
wyk,ł,1
wyk,r,1
awar,s,1
ęgie,r,1
ierk,a,1
ziem,ia,1
ziem,i,1
ziemn,y,1
emni,a,1
redn,i,1
szczę,d,1
świec,a,1
świe,r,1
aldehyd,o,1
eh,y,1
daktyl,o,1
ylow,ie,1
waha,ć,1
ktan,d,1
kton,o,1
rękawic,z,1
rękawic,a,1
boż,o,1
ożn,y,1
ożn,a,1
obo,ż,1
obo,t,1
obo,d,1
obo,tny,1
obo,w,1
adzi,d,1
adzi,ą,1
sika,ć,1
koło,d,1
koło,w,1
koło,m,1
enio,w,1
niow,ó,1
sieni,o,1
kie,n,1
kie,s,1
kie,sze,1
kie,ć,1
kie,l,1
oto,w,1
oto,o,1
oto,c,1
zoto,p,1
zaje,m,1
imbir,o,1
podejrze,n,1
włosie,n,1
sien,i,1
środ,a,1
środ,e,1
mywa,r,1
mywa,l,1
oczy,sty,1
blad,s,1
blad,y,1
bla,d,1
bla,z,1
bla,sz,1
bla,s,1
czwór,e,1
czwór,ka,1
emon,i,1
słu,ż,1
słu,g,1
koł,d,1
koł,o,1
oskarża,n,1
oskarża,ć,1
skar,ż,1
ierś,ć,1
agres,j,1
agres,t,1
agres,y,1
afia,n,1
rafi,a,1
rafi,k,1
wędkar,s,1
arstw,o,1
agie,w,1
agie,l,1
jabło,ń,1
poprawia,n,1
poprawia,ć,1
popraw,n,1
awian,k,1
poprawi,ć,1
stru,k,1
stru,n,1
trus,i,1
trus,k,1
rus,i,1
rus,k,1
zalogowa,n,1
zalogowa,ć,1
konsula,r,1
konsula,t,1
Hiszpan,k,1
H,olend,1
H,ol,1
H,olender,1
H,ole,1
H,ind,1
szpa,r,1
szpa,ń,1
adz,a,1
adz,i,1
adz,k,1
edzi,c,1
edzi,ć,1
iele,ń,1
październik,o,1
zyst,w,1
arzyst,w,1
arzyst,y,1
dar,ń,1
dar,z,1
tokar,k,1
okar,k,1
skor,pi,1
skor,u,1
pio,n,1
ryj,s,1
sia,n,1
sia,r,1
pierdyli,o,1
pierdyli,a,1
filmow,a,1
filmow,i,1
pomoc,n,1
mordowa,ć,1
mordowa,n,1
kontra,b,1
kontra,s,1
raba,s,1
gromadz,i,1
gromadz,e,1
basist,k,1
basist,a,1
numerowa,ć,1
numerowa,n,1
owc,z,1
owc,a,1
odow,c,1
co,w,1
aul,a,1
aul,i,1
zmieni,a,1
zmieni,ć,1
bic,y,1
bic,i,1
bic,z,1
telegraf,i,1
telegraf,o,1
okt,o,1
palac,z,1
palac,j,1
bata,t,1
pars,z,1
pars,t,1
arszy,w,1
późn,y,1
sarka,z,1
sarka,ć,1
sar,n,1
sar,a,1
sar,z,1
trudn,i,1
rzepi,ć,1
rzepi,ó,1
przep,ić,1
tron,o,1
bis,z,1
bis,k,1
kob,i,1
kob,a,1
warsza,f,1
warsza,w,1
rsza,f,1
napraw,i,1
napraw,a,1
najcie,m,1
najcie,k,1
najcie,p,1
czaso,p,1
ziemnia,c,1
montażyst,a,1
montażyst,k,1
zdro,b,1
zdro,w,1
akc,e,1
odu,k,1
produk,t,1
produk,o,1
szpu,n,1
wysy,ł,1
wysy,p,1
oży,k,1
oży,t,1
milcz,ą,1
milcz,e,1
puszcza,ć,1
rozpus,z,1
uszcz,a,1
abonowa,n,1
abonowa,ć,1
oż,s,1
oż,n,1
oż,e,1
oż,y,1
oż,k,1
muzułma,ń,1
muzułma,n,1
uzu,ł,1
dus,i,1
dus,k,1
pija,ć,1
pija,n,1
pija,w,1
aszy,sta,1
aszy,n,1
zbie,t,1
zbie,r,1
zbieg,a,1
bieg,a,1
ega,ć,1
ega,t,1
zwier,c,1
adło,w,1
słyn,ą,1
słyn,n,1
kreat,u,1
kreat,o,1
abo,t,1
abo,n,1
ory,m,1
ory,ś,1
ory,c,1
ory,k,1
orc,y,1
rył,a,1
rył,k,1
dyk,t,1
ady,k,1
kandela,b,1
rb,e,1
równ,y,1
równ,i,1
noc,i,1
dowa,t,1
dowa,ć,1
bala,s,1
bala,ć,1
najspr,o,1
najspr,a,1
najsp,r,1
ozwa,l,1
ozwa,ż,1
mieszk,o,1
mieszk,ać,1
miesz,n,1
śmiesz,k,1
śmiesz,n,1
gn,ó,1
gn,o,1
gn,a,1
ogór,e,1
ogór,k,1
obs,z,1
ślu,b,1
ślu,z,1
wad,z,1
akty,l,1
kel,n,1
onik,a,1
elektroni,k,1
elektroni,c,1
tanie,c,1
mod,e,1
mod,l,1
dem,iczny,1
dem,e,1
two,w,1
osp,o,1
rut,a,1
rut,niejszy,1
kawo,n,1
kawow,y,1
kawow,i,1
pytani,a,1
transkrypc,j,1
transkrypc,y,1
łon,k,1
łon,y,1
łon,e,1
łon,ą,1
słon,ko,1
słon,y,1
mięśnio,w,1
mięśnio,n,1
nieodpowied,n,1
nieodpowied,z,1
atu,e,1
atu,r,1
atu,a,1
waria,t,1
Kor,n,1
zapro,w,1
prowadz,i,1
biurow,i,1
biurow,y,1
przeż,y,1
przeż,u,1
przeży,ć,1
przeży,t,1
czaić,?,1
sierp,?,1
rp,?,1
pęk,a,1
pęk,n,1
ęka,ć,1
kalif,o,1
mako,l,1
kcj,o,1
zycze,k,1
ycze,k,1
klan,y,1
klan,k,1
roto,n,1
roto,r,1
wap,ń,1
wap,i,1
testament,o,1
staro,t,1
staro,b,1
rotes,t,1
butel,ka,1
butel,e,1
absynt,o,1
kons,o,1
atyk,a,1
najroz,s,1
najroz,u,1
broda,t,1
broda,w,1
odat,y,1
oszcz,e,1
meteor,o,1
opie,k,1
opie,r,1
piek,o,1
opiekowa,n,1
opiekowa,ć,1
kow,o,1
kow,ł,1
linia,n,1
glin,i,1
niecie,r,1
niecie,k,1
leniw,y,1
leniw,i,1
parst,e,1
ste,n,1
ste,z,1
bru,z,1
aga,ż,1
aga,z,1
aga,w,1
rega,n,1
rega,t,1
ore,g,1
ore,b,1
ore,m,1
tw,a,1
tw,o,1
tw,i,1
twar,d,1
twar,zy,1
prof,i,1
prof,e,1
komple,m,1
komple,t,1
plem,e,1
plem,i,1
mlecz,a,1
raz,i,1
raz,?,1
sio,n,1
dzwon,e,1
dzwon,i,1
won,e,1
archeolog,i,1
eolog,i,1
alt,o,1
lękać,?,1
jarz,ę,1
jarz,y,1
rot,e,1
rot,a,1
rzodkiew,k,1
odk,ie,1
sprzeda,n,1
sprzeda,w,1
yr,k,1
yr,o,1
yr,y,1
yrk,o,1
luz,a,1
kruc,i,1
kruc,h,1
ście,r,1
ście,ń,1
ześci,e,1
olo,wy,1
olo,w,1
olo,t,1
olo,ż,1
bos,y,1
bos,k,1
aku,l,1
abe,r,1
abe,t,1
abe,ł,1
mięk,k,1
sześci,a,1
sześci,e,1
bio,d,1
bio,t,1
zyk m,i,1
mig,owy,1
jog,u,1
esencj,a,1
esencj,o,1
nieb,i,1
olu,b,1
olu,t,1
samol,u,1
taksówka,r,1
sówka,r,1
szum,o,1
uko,c,1
uko,w,1
sztu,r,1
sztu,b,1
zwó,d,1
zwó,j,1
sier,p,1
sier,ś,1
ryp,t,1
szczypior,e,1
szczypior,n,1
orac,j,1
orac,y,1
okrąg,ł,1
lol,k,1
lol,c,1
nika,r,1
iejs,c,1
szlach,c,1
przedm,o,1
przedm,i,1
siln,i,1
siln,y,1
analiz,o,1
analiz,a,1
liz,o,1
łot,ó,1
łot,n,1
łot,e,1
drab,i,1
park,a,1
park,i,1
katastrof,i,1
katastrof,a,1
tast,r,1
ge,n,1
ge,r,1
króle,s,1
działa,ć,1
działa,c,1
rni,z,1
rni,ó,1
zacho,wać,1
zacho,w,1
zacho,r,1
zacho,d,1
niedźwiedzi,c,1
iedzic,a,1
wiedzi,c,1
mani,c,1
mani,f,1
mani,st,1
mani,p,1
propo,r,1
propo,z,1
sterow,n,1
sterow,i,1
czarownic,e,1
ago,r,1
ago,g,1
ago,d,1
łac,h,1
moto,r,1
moto,c,1
tyst,k,1
tyst,ka,1
tyst,a,1
iedzie,l,1
różniczkow,a,1
różniczkow,y,1
wielk,i,1
przenośn,i,1
przenośn,y,1
nośn,i,1
osto,k,1
powied,z,1
żeglar,s,1
gla,r,1
U,kra,1
U,krain,1
krain,i,1
ytr,o,1
kowal,n,1
miłoś,ć,1
miłoś,n,1
lutow,a,1
lutow,y,1
Ł,oty,1
nowe,l,1
eno,w,1
eno,l,1
esz,ł,1
stel,a,1
demon,i,1
demo,n,1
demo,g,1
ere,t,1
ere,l,1
ucie,c,1
ucie,ka,1
poprawn,i,1
śliw,e,1
liw,e,1
liw,s,1
liw,k,1
piz,d,1
piz,o,1
uprzedz,i,1
uprzedz,e,1
Ż,yd,1
pir,s,1
wymów,k,1
wymów,i,1
potop,o,1
łęb,e,1
łęb,o,1
mono,l,1
mono,p,1
monarchi,a,1
monarchi,s,1
urodzi,n,1
nora,z,1
nora,m,1
najś,w,1
najś,l,1
olib,d,1
najint,e,1
wiatr,a,1
fajn,i,1
cier,p,1
najświe,t,1
parkowa,n,1
wyla,s,1
punktu,a,1
punktu,r,1
baran,e,1
garb,a,1
azo,wy,1
azo,t,1
G,recz,1
G,rzesiek,1
G,rzesie,1
G,rzes,1
G,rz,1
recz,y,1
Gr,e,1
Gr,u,1
zim,n,1
plan,i,1
plan,s,1
plan,et,1
plan,t,1
ime,t,1
rachun,k,1
iesze,k,1
odracza,ć,1
odracza,n,1
kuch,a,1
potakiwa,c,1
potakiwa,ć,1
Indian,k,1
Indian,i,1
dian,k,1
ogon,e,1
jedyn,a,1
jedyn,y,1
upe,k,1
macierz,y,1
macierz,a,1
eter,y,1
eryna,r,1
cmentar,n,1
mentarn,a,1
tarn,a,1
ntar,n,1
zer,wa,1
zer,z,1
zer,y,1
zer,s,1
zer,wać,1
szerok,i,1
szerok,o,1
karni,a,1
swa,s,1
gwa,ł,1
fak,s,1
fak,t,1
żyt,k,1
chrześcija,ń,1
chrześcija,n,1
chrześ,n,1
smo,ł,1
krow,a,1
krow,i,1
meks,y,1
mek,s,1
kasjer,k,1
przele,c,1
gło,wa,1
skorup,k,1
skorup,i,1
żywo,k,1
żywo,t,1
okos,t,1
okos,z,1
oczk,o,1
oczk,i,1
strategi,a,1
strategi,c,1
trat,e,1
wiersz,a,1
nop,a,1
tore,b,1
tore,k,1
kochać,?,1
rym,?,1
chow,s,1
chow,n,1
często,c,1
psych,iczny,1
psych,i,1
lustr,z,1
hit,e,1
arc,i,1
arc,y,1
itek,t,1
zagr,aniczny,1
zagr,a,1
bło,ni,1
błotni,k,1
błotni,s,1
niewy,o,1
niewy,m,1
niewy,g,1
czasownik,?,1
czasownik ,m,1
czasownik ,przechodni,1
czasownik ,p,1
asownik,o,1
poczt,o,1
antropolog,i,1
ciek,ł,1
cieka,ć,1
podstaw,a,1
podstaw,o,1
bezp,o,1
ałac,z,1
realistyczn,y,1
ięk,s,1
szan,t,1
szan,ować,1
barw,i,1
barw,n,1
przesz,u,1
brzyd,ł,1
brzyd,a,1
brzyd,k,1
nag,o,1
nag,ł,1
wyda,nie,1
wyda,w,1
wyda,r,1
ązk,o,1
związ,k,1
związ,a,1
naró,d,1
naró,w,1
ogar,y,1
ogar,n,1
ogar,d,1
zem,n,1
okon,y,1
świadek,?,1
gol,s,1
gol,o,1
gol,a,1
przyd,o,1
podziwia,n,1
podziwia,ć,1
podzi,e,1
podzi,a,1
wian,o,1
wilk,o,1
ręt,o,1
głów,n,1
state,c,1
zyste,?,1
ork,i,1
tłu,s,1
księga,r,1
iez,d,1
iez,b,1
pierście,n,1
pierście,ń,1
oja,k,1
oja,d,1
oja,w,1
oja,ć się,1
not,l,1
nadz,o,1
nadz,ó,1
nadz,w,1
nadzor,c,1
nadzor,o,1
nad,g,1
wnic,z,1
erowni,c,1
obszern,i,1
obszern,y,1
szern,i,1
asa,d,1
asa,ż,1
asa,ć,1
skro,ń,1
skro,m,1
poro,n,1
poroz,u,1
poroz,m,1
rozumie,n,1
wienie,c,1
lądr,o,1
wł,a,1
wł,ą,1
wł,ó,1
łaś,c,1
media,n,1
opel,k,1
sprawdzi,a,1
sprawdzi,ć,1
ażowa,n,1
mierz,y,1
mierz,i,1
równo,c,1
równo,l,1
równo,w,1
ówno,c,1
ówno,n,1
równoc,i,1
inteligen,t,1
lisi,ę,1
pomarańcz,o,1
pomarańcz,a,1
arańcz,o,1
czow,a,1
rzyw,a,1
prawni,e,1
sprawn,i,1
pap,a,1
skła,d,1
skła,m,1
lecz,k,1
leczk,o,1
kret,y,1
zali,c,1
zali,k,1
przesad,a,1
przesad,z,1
smut,a,1
smut,n,1
spieprz,a,1
spieprz,y,1
spi,c,1
zapła,t,1
nim,a,1
rop,o,1
rop,a,1
rop,e,1
duży,w,1
pes,y,1
licze,b,1
licze,k,1
liczebn,i,1
liczebn,o,1
włos,i,1
włos,k,1
łosie,k,1
leb,i,1
leb,a,1
leb,k,1
roko,d,1
magazyn,i,1
zynie,r,1
zmy,ś,1
pła,s,1
śniada,ć,1
śniada,n,1
mło,t,1
mło,d,1
przew,i,1
ziewać,?,1
pies,k,1
pies,?,1
przys,ł,1
ysł,ó,1
wieśni,a,1
wieśni,k,1
eu,ro,1
nis,z,1
nis,i,1
nis,owy,1
unda,c,1
nc,j,1
awk,i,1
lup,a,1
metal,u,1
kroni,e,1
kanto,r,1
kanto,n,1
alf,o,1
gitar,a,1
gitar,z,1
kin,s,1
kin,o,1
kin,g,1
iech,l,1
żeń,-,1
wilg,o,1
ikie,l,1
ikie,r,1
iki,e,1
płyt,s,1
yplo,n,1
grzech,o,1
grzec,h,1
yści,g,1
misj,o,1
azow,a,1
wyj,e,1
wykł,a,1
wykł,y,1
kładn,i,1
Z,iemian,1
Z,iemi,1
iemian,i,1
iemian,k,1
iemi,a,1
